Scanning image go-example-tester.tar
+--------------------------------+------+-----------+-------------+-----------------------+--------------------------------------------+
| OSV URL                        | CVSS | ECOSYSTEM | PACKAGE     | VERSION               | SOURCE                                     |
| https://osv.dev/CVE-2008-2544  | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2008-4609  |      | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2010-4563  |      | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2010-5321  | 4.3  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2011-4915  | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2011-4916  | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2011-4917  | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2012-4542  |      | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2014-9892  | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2014-9900  | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2016-8660  | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2017-0630  | 4.7  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2017-13693 | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2017-13694 | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2018-1121  | 5.9  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2018-12928 | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2018-17977 | 4.4  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2019-12380 | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2019-16231 | 4.1  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2019-16232 | 4.1  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2019-16233 | 4.1  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2019-16234 | 4.7  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2019-19378 | 7.8  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2020-35501 | 3.4  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2021-26934 | 7.8  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2021-3714  | 5.9  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-0400  | 7.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-1247  | 7.0  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-25265 | 7.8  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-2961  | 7.0  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-3238  | 7.8  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-41848 | 4.2  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-44032 | 6.4  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-44033 | 6.4  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-44034 | 6.4  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-45884 | 7.0  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-45885 | 7.0  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-45888 | 6.4  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
